vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code,ablation_variant
V113,gdt,36.93,1,2,110.27,35.78,33.95,16.74,31.75,77.35,31.73,23.17,4,critical_care,>=5_years,low,0,1,Full GDT
V114,control,91.53,1,4,188.04,53.58,66.22,23.91,63.91,54.86,73.74,38.88,1,hospital_medicine,>=5_years,high,0,0,Full GDT
V114,bm25,88.82,1,4,178.87,54.32,75.16,11.6,67.92,59.03,68.83,43.41,2,hospital_medicine,>=5_years,high,0,0,Full GDT
V114,cma,83.77,1,4,130.74,45.25,57.73,11.19,51.89,66.4,53.94,30.38,3,hospital_medicine,>=5_years,high,0,1,Full GDT
V114,gdt,75.0,1,4,128.39,40.72,51.0,16.16,44.12,62.54,49.57,20.94,4,hospital_medicine,>=5_years,high,0,1,Full GDT
V115,cma,97.62,1,5,138.12,51.33,68.06,16.19,61.53,61.72,67.83,32.67,1,internal_medicine,<5_years,high,2,1,Full GDT
V115,bm25,121.97,1,5,187.57,60.52,82.29,24.61,81.08,41.98,82.29,50.85,2,internal_medicine,<5_years,high,2,0,Full GDT
V115,control,116.91,1,5,179.33,60.35,82.16,20.68,81.25,40.68,85.0,52.31,3,internal_medicine,<5_years,high,2,0,Full GDT
V115,gdt,95.08,1,5,129.42,46.7,56.8,14.39,55.45,60.12,60.73,32.69,4,internal_medicine,<5_years,high,2,1,Full GDT
V116,gdt,42.99,1,2,126.8,33.63,33.3,11.92,34.03,73.97,34.66,13.91,1,hospital_medicine,<5_years,low,0,1,Full GDT
V116,cma,43.13,1,2,150.35,36.88,47.97,12.4,43.47,67.15,35.36,14.95,2,hospital_medicine,<5_years,low,0,1,Full GDT
V116,control,52.71,1,2,183.57,45.92,60.37,15.8,54.09,60.63,52.89,31.75,3,hospital_medicine,<5_years,low,0,0,Full GDT
V116,bm25,48.59,1,2,192.87,46.97,61.59,14.6,47.16,70.51,51.55,36.41,4,hospital_medicine,<5_years,low,0,0,Full GDT
V117,cma,108.53,1,5,148.14,49.79,66.88,18.44,61.23,51.39,68.51,32.29,1,hospital_medicine,>=5_years,high,3,1,Full GDT
V117,bm25,115.26,1,5,183.28,57.45,81.93,18.21,77.1,48.98,80.49,38.02,2,hospital_medicine,>=5_years,high,3,0,Full GDT
V117,gdt,101.4,1,5,128.51,45.48,59.52,20.51,51.14,60.04,52.89,28.81,3,hospital_medicine,>=5_years,high,3,1,Full GDT
V117,control,109.85,1,5,197.02,57.94,83.19,24.1,67.4,55.84,76.03,41.11,4,hospital_medicine,>=5_years,high,3,0,Full GDT
V118,control,91.45,1,4,194.4,56.07,75.9,22.51,67.53,52.29,72.96,45.22,1,critical_care,>=5_years,high,1,0,Full GDT
V118,cma,83.69,1,4,157.77,47.79,59.28,22.19,51.01,66.35,60.19,27.73,2,critical_care,>=5_years,high,1,1,Full GDT
V118,gdt,76.17,1,4,129.93,39.62,44.51,10.14,38.98,69.82,47.01,27.29,3,critical_care,>=5_years,high,1,1,Full GDT
V118,bm25,92.84,1,4,188.9,55.13,78.35,14.17,71.56,51.04,73.13,42.56,4,critical_care,>=5_years,high,1,0,Full GDT
V119,control,71.38,1,3,183.2,46.43,59.94,9.8,55.93,55.37,58.3,39.23,1,critical_care,>=5_years,low,0,0,Full GDT
V119,gdt,53.76,1,3,127.36,36.54,46.46,8.88,31.87,69.8,42.14,20.07,2,critical_care,>=5_years,low,0,1,Full GDT
V119,cma,57.03,1,3,151.61,40.37,43.41,12.96,42.41,66.66,44.27,32.52,3,critical_care,>=5_years,low,0,1,Full GDT
V119,bm25,69.65,1,3,194.93,50.92,61.1,13.36,58.98,62.73,69.25,40.08,4,critical_care,>=5_years,low,0,0,Full GDT
V120,gdt,57.25,1,3,143.61,38.0,45.53,2.64,35.23,73.44,45.65,25.49,1,critical_care,<5_years,low,0,1,Full GDT
V120,cma,62.36,1,3,138.5,43.22,48.54,19.27,46.94,64.76,51.77,28.01,2,critical_care,<5_years,low,0,1,Full GDT
V120,bm25,67.32,1,3,170.68,48.98,62.64,19.23,58.25,58.78,60.53,34.45,3,critical_care,<5_years,low,0,0,Full GDT
V120,control,70.09,1,3,182.98,47.64,66.53,16.92,60.81,47.56,58.94,35.08,4,critical_care,<5_years,low,0,0,Full GDT
V121,bm25,71.45,1,3,196.02,46.88,57.72,14.87,61.89,59.07,58.2,29.53,1,critical_care,>=5_years,low,0,0,Full GDT
V121,gdt,59.71,1,3,128.34,36.11,39.02,13.09,43.2,68.49,37.69,15.16,2,critical_care,>=5_years,low,0,1,Full GDT
V121,control,66.83,1,3,180.19,46.88,57.16,18.01,59.1,55.15,58.29,33.55,3,critical_care,>=5_years,low,0,0,Full GDT
V121,cma,65.34,1,3,152.79,42.72,48.49,14.88,41.84,72.87,50.14,28.1,4,critical_care,>=5_years,low,0,1,Full GDT
V122,gdt,90.42,1,5,116.53,46.84,59.53,17.74,51.79,64.71,52.97,34.27,1,internal_medicine,>=5_years,high,0,1,Full GDT
V122,control,115.4,1,5,195.99,58.82,80.92,21.7,80.84,53.18,70.94,45.34,2,internal_medicine,>=5_years,high,0,0,Full GDT
V122,bm25,120.04,1,5,192.24,60.53,86.83,22.58,77.6,52.2,77.0,46.95,3,internal_medicine,>=5_years,high,0,0,Full GDT
V122,cma,95.58,1,5,151.28,51.39,65.68,22.57,59.14,65.92,59.64,35.38,4,internal_medicine,>=5_years,high,0,1,Full GDT
V123,cma,103.6,1,5,152.05,47.37,60.35,13.62,59.32,53.92,65.38,31.6,1,emergency,>=5_years,high,0,1,Full GDT
V123,gdt,95.97,1,5,131.68,45.89,58.55,14.86,49.91,60.85,56.61,34.58,2,emergency,>=5_years,high,0,1,Full GDT
V123,bm25,119.41,1,5,195.21,60.11,79.64,20.93,80.38,47.55,79.85,52.33,3,emergency,>=5_years,high,0,0,Full GDT
V123,control,125.27,1,5,196.96,60.86,89.81,24.49,78.52,44.7,83.75,43.91,4,emergency,>=5_years,high,0,0,Full GDT
V124,bm25,93.53,1,4,182.23,55.28,73.56,14.19,67.49,54.48,75.81,46.13,1,internal_medicine,<5_years,high,0,0,Full GDT
V124,control,96.36,1,4,205.73,56.32,76.23,23.36,65.51,57.13,70.19,45.5,2,internal_medicine,<5_years,high,0,0,Full GDT
V124,cma,76.99,1,4,145.81,46.52,60.6,18.85,57.56,62.25,51.24,28.63,3,internal_medicine,<5_years,high,0,1,Full GDT
V124,gdt,75.34,1,4,127.47,43.13,52.53,11.62,48.18,66.12,48.4,31.9,4,internal_medicine,<5_years,high,0,1,Full GDT
V125,bm25,71.29,1,3,199.78,48.85,66.05,21.28,62.32,55.37,62.37,25.68,1,hospital_medicine,<5_years,low,0,0,Full GDT
V125,cma,66.16,1,3,137.73,42.29,53.97,9.81,52.51,72.81,47.59,17.07,2,hospital_medicine,<5_years,low,0,1,Full GDT
V125,gdt,69.08,1,3,134.01,37.81,44.78,9.75,40.37,66.14,45.22,20.61,3,hospital_medicine,<5_years,low,0,1,Full GDT
V125,control,73.84,1,3,216.72,50.0,61.01,19.24,54.42,58.17,60.12,47.03,4,hospital_medicine,<5_years,low,0,0,Full GDT
V126,control,69.27,1,3,195.31,50.86,63.43,17.39,62.57,54.91,71.39,35.44,1,internal_medicine,>=5_years,low,1,0,Full GDT
V126,cma,61.82,1,3,137.99,40.52,49.32,11.34,39.52,68.67,50.07,24.2,2,internal_medicine,>=5_years,low,1,1,Full GDT
V126,bm25,68.83,1,3,203.1,49.76,64.22,16.23,62.47,60.61,58.59,36.45,3,internal_medicine,>=5_years,low,1,0,Full GDT
V126,gdt,65.01,1,3,133.36,39.66,47.93,16.49,46.81,64.71,36.07,25.97,4,internal_medicine,>=5_years,low,1,1,Full GDT
V127,bm25,24.72,1,1,214.74,39.89,51.38,7.25,44.71,70.34,36.53,29.14,1,emergency,>=5_years,low,0,0,Full GDT
V127,cma,18.29,1,1,138.74,32.65,32.49,18.73,29.29,78.88,27.27,9.24,2,emergency,>=5_years,low,0,1,Full GDT
V127,control,20.43,1,1,169.93,38.74,40.47,11.1,43.31,73.79,44.32,19.45,3,emergency,>=5_years,low,0,0,Full GDT
V127,gdt,23.53,1,1,126.59,29.25,31.17,14.06,25.46,73.8,22.96,8.05,4,emergency,>=5_years,low,0,1,Full GDT
V128,cma,59.3,1,3,146.38,39.15,50.05,10.35,39.84,66.47,45.65,22.54,1,emergency,<5_years,low,0,1,Full GDT
V128,bm25,72.57,1,3,197.36,49.45,63.12,15.27,58.24,59.38,60.03,40.67,2,emergency,<5_years,low,0,0,Full GDT
V128,gdt,52.92,1,3,131.43,38.11,49.25,7.13,35.29,75.65,35.56,25.77,3,emergency,<5_years,low,0,1,Full GDT
V128,control,63.39,1,3,193.84,48.25,61.85,10.83,56.53,61.12,62.77,36.39,4,emergency,<5_years,low,0,0,Full GDT
V129,gdt,42.26,1,2,135.93,32.23,30.65,10.82,26.94,75.19,31.88,17.88,1,emergency,<5_years,low,0,1,Full GDT
V129,bm25,46.11,1,2,213.0,44.42,50.46,10.38,51.14,64.58,53.1,36.84,2,emergency,<5_years,low,0,0,Full GDT
V129,cma,38.98,1,2,153.41,35.39,35.11,4.83,44.22,73.74,37.9,16.56,3,emergency,<5_years,low,0,1,Full GDT
V129,control,48.91,1,2,194.47,45.02,53.92,9.98,53.44,69.76,47.06,35.97,4,emergency,<5_years,low,0,0,Full GDT
V130,bm25,21.43,1,1,249.52,36.03,40.83,6.69,33.96,72.43,34.79,27.49,1,emergency,>=5_years,low,0,0,Full GDT
V130,gdt,21.35,1,1,123.54,31.28,28.77,8.13,30.55,81.85,30.06,8.35,2,emergency,>=5_years,low,0,1,Full GDT
V130,control,21.33,1,1,160.79,40.43,50.87,8.63,42.98,71.8,41.19,27.12,3,emergency,>=5_years,low,0,0,Full GDT
V130,cma,22.56,1,1,161.4,30.69,26.31,4.78,33.01,79.06,29.59,11.41,4,emergency,>=5_years,low,0,1,Full GDT
V131,control,21.12,1,1,224.75,39.0,43.18,9.79,41.02,75.48,41.96,22.57,1,internal_medicine,<5_years,low,0,0,Full GDT
V131,cma,19.9,1,1,156.48,31.78,28.85,15.71,32.31,81.66,22.95,9.18,2,internal_medicine,<5_years,low,0,1,Full GDT
V131,bm25,22.13,1,1,201.15,40.59,42.31,11.24,48.14,70.78,47.55,23.53,3,internal_medicine,<5_years,low,0,0,Full GDT
V131,gdt,18.01,1,1,153.61,26.32,26.44,10.63,17.38,84.72,16.82,1.91,4,internal_medicine,<5_years,low,0,1,Full GDT
V132,bm25,123.3,1,5,176.43,61.51,87.45,27.64,79.06,46.91,82.09,45.89,1,emergency,<5_years,high,0,0,Full GDT
V132,cma,104.49,1,5,144.61,50.14,62.52,19.03,61.49,49.0,63.91,44.88,2,emergency,<5_years,high,0,1,Full GDT
V132,gdt,101.37,1,5,135.94,49.31,69.71,16.53,57.6,60.3,61.24,30.48,3,emergency,<5_years,high,0,1,Full GDT
V132,control,125.45,1,5,208.16,61.91,88.75,25.97,87.93,44.34,76.17,48.3,4,emergency,<5_years,high,0,0,Full GDT
V133,cma,81.82,1,4,141.1,45.02,64.5,11.44,45.39,69.69,50.17,28.92,1,critical_care,<5_years,high,2,1,Full GDT
V133,bm25,95.95,1,4,182.82,54.55,75.61,18.93,72.11,56.87,64.05,39.74,2,critical_care,<5_years,high,2,0,Full GDT
V133,control,89.76,1,4,176.65,53.78,73.63,24.17,59.66,55.81,70.66,38.76,3,critical_care,<5_years,high,2,0,Full GDT
V133,gdt,80.58,1,4,126.79,43.98,49.82,22.13,45.78,69.88,45.07,31.19,4,critical_care,<5_years,high,2,1,Full GDT
V134,control,24.17,1,1,187.09,38.08,41.16,10.21,33.13,72.3,44.66,27.04,1,critical_care,>=5_years,low,0,0,Full GDT
V134,cma,20.57,1,1,156.16,30.47,24.12,12.81,29.3,77.33,27.49,11.75,2,critical_care,>=5_years,low,0,1,Full GDT
V134,gdt,16.81,1,1,137.76,27.17,28.41,9.0,14.17,73.3,27.28,10.88,3,critical_care,>=5_years,low,0,1,Full GDT
V134,bm25,21.32,1,1,192.63,40.8,38.76,13.56,36.85,78.41,53.0,24.21,4,critical_care,>=5_years,low,0,0,Full GDT
V135,gdt,96.8,1,5,127.38,46.71,62.81,12.0,56.57,58.91,60.06,29.9,1,emergency,<5_years,high,0,1,Full GDT
V135,bm25,122.17,1,5,183.16,59.41,80.85,19.2,78.9,49.31,75.88,52.28,2,emergency,<5_years,high,0,0,Full GDT
V135,cma,104.1,1,5,137.14,50.29,67.57,13.23,63.16,58.57,66.95,32.26,3,emergency,<5_years,high,0,1,Full GDT
V135,control,127.21,1,5,178.86,62.61,83.1,23.47,87.42,50.13,84.25,47.31,4,emergency,<5_years,high,0,0,Full GDT
V136,control,77.18,1,3,181.49,52.57,71.31,19.25,65.65,58.48,58.84,41.85,1,internal_medicine,<5_years,low,0,0,Full GDT
V136,bm25,73.79,1,3,208.97,51.58,62.43,14.12,58.91,61.03,71.86,41.14,2,internal_medicine,<5_years,low,0,0,Full GDT
V136,gdt,56.19,1,3,128.69,37.66,41.96,9.92,35.68,70.43,44.61,23.36,3,internal_medicine,<5_years,low,0,1,Full GDT
V136,cma,58.17,1,3,147.14,40.38,50.2,10.35,38.91,71.69,48.37,22.75,4,internal_medicine,<5_years,low,0,1,Full GDT
V137,cma,41.75,1,2,156.02,36.76,29.81,14.64,40.4,74.73,38.98,21.98,1,emergency,<5_years,low,0,1,Full GDT
V137,control,42.62,1,2,196.19,39.66,48.93,8.51,42.43,67.72,41.04,29.34,2,emergency,<5_years,low,0,0,Full GDT
V137,bm25,46.18,1,2,182.09,43.33,50.64,15.05,42.79,65.97,54.12,31.43,3,emergency,<5_years,low,0,0,Full GDT
V137,gdt,41.35,1,2,124.39,34.74,40.22,4.39,33.44,80.79,31.13,18.46,4,emergency,<5_years,low,0,1,Full GDT
V138,bm25,23.27,1,1,176.51,39.06,43.72,17.18,36.57,71.97,42.98,21.92,1,emergency,<5_years,low,0,0,Full GDT
V138,control,22.76,1,1,176.85,42.11,41.83,9.03,40.75,76.38,52.95,31.72,2,emergency,<5_years,low,0,0,Full GDT
V138,cma,19.63,1,1,146.65,30.26,26.04,6.22,26.86,80.0,30.84,11.57,3,emergency,<5_years,low,0,1,Full GDT
V138,gdt,19.64,1,1,138.93,28.13,23.31,1.32,23.55,75.3,34.92,10.39,4,emergency,<5_years,low,0,1,Full GDT
V139,control,122.83,1,5,186.64,59.46,78.95,26.32,77.06,43.24,83.25,47.94,1,emergency,<5_years,high,0,0,Full GDT
V139,bm25,115.14,1,5,195.46,58.97,85.23,19.11,75.91,51.14,78.2,44.21,2,emergency,<5_years,high,0,0,Full GDT
V139,gdt,99.47,1,5,129.4,47.14,54.03,21.83,55.66,61.63,62.19,27.5,3,emergency,<5_years,high,0,1,Full GDT
V139,cma,96.1,1,5,143.72,47.55,59.91,15.08,64.3,56.72,59.99,29.28,4,emergency,<5_years,high,0,1,Full GDT
V140,gdt,19.67,1,1,122.58,28.42,19.26,8.87,27.76,84.27,16.41,13.96,1,critical_care,>=5_years,low,0,1,Full GDT
V140,cma,19.32,1,1,126.46,31.42,26.95,10.66,33.74,74.66,29.66,12.88,2,critical_care,>=5_years,low,0,1,Full GDT
V140,control,23.56,1,1,192.95,38.29,41.68,8.65,39.48,68.94,43.42,27.53,3,critical_care,>=5_years,low,0,0,Full GDT
V140,bm25,25.11,1,1,201.74,40.15,43.32,8.1,48.32,73.86,43.37,23.94,4,critical_care,>=5_years,low,0,0,Full GDT
V141,bm25,96.89,1,4,186.23,55.62,74.68,20.45,70.45,51.29,72.06,44.77,1,internal_medicine,<5_years,high,0,0,Full GDT
V141,control,93.43,1,4,197.62,55.86,77.79,21.1,67.16,63.84,66.45,38.8,2,internal_medicine,<5_years,high,0,0,Full GDT
V141,cma,74.07,1,4,140.76,42.84,46.53,16.43,48.99,67.74,45.43,31.95,3,internal_medicine,<5_years,high,0,1,Full GDT
V141,gdt,78.27,1,4,127.07,40.61,48.41,12.63,46.27,57.66,56.72,21.96,4,internal_medicine,<5_years,high,0,1,Full GDT
V142,cma,19.19,1,1,143.74,29.52,28.92,6.45,25.69,75.1,27.83,13.16,1,hospital_medicine,>=5_years,low,0,1,Full GDT
V142,bm25,24.44,1,1,210.38,40.88,42.04,16.7,47.86,65.42,42.31,30.92,2,hospital_medicine,>=5_years,low,0,0,Full GDT
V142,gdt,19.71,1,1,119.59,28.47,28.28,9.62,24.78,74.53,25.0,8.59,3,hospital_medicine,>=5_years,low,0,1,Full GDT
V142,control,22.03,1,1,204.37,40.54,45.91,16.64,46.25,74.17,35.07,25.21,4,hospital_medicine,>=5_years,low,0,0,Full GDT
V143,gdt,17.68,1,1,117.6,26.68,25.99,8.31,16.88,82.43,16.66,9.81,1,internal_medicine,>=5_years,low,0,1,Full GDT
V143,cma,116.96,0,1,164.35,48.08,60.03,16.28,56.12,62.5,63.86,29.71,2,internal_medicine,>=5_years,low,0,1,Full GDT
V143,control,150.22,0,1,184.53,57.78,81.98,19.65,87.58,41.56,75.89,40.03,3,internal_medicine,>=5_years,low,0,0,Full GDT
V143,bm25,26.65,1,1,204.64,39.05,44.44,13.6,41.01,70.86,42.92,21.49,4,internal_medicine,>=5_years,low,0,0,Full GDT
V144,cma,43.65,1,2,142.04,35.09,38.08,8.93,33.15,72.96,37.96,19.46,1,hospital_medicine,<5_years,low,0,1,Full GDT
V144,gdt,40.38,1,2,111.8,32.22,37.32,12.02,30.98,77.39,26.61,9.02,2,hospital_medicine,<5_years,low,0,1,Full GDT
V144,control,44.87,1,2,207.78,42.11,54.05,11.18,45.18,69.53,48.64,24.08,3,hospital_medicine,<5_years,low,0,0,Full GDT
V144,bm25,146.92,0,2,176.05,60.73,92.77,19.49,79.78,43.17,82.55,46.63,4,hospital_medicine,<5_years,low,0,0,Full GDT
V145,cma,20.02,1,1,153.72,30.42,26.49,10.34,26.71,75.76,24.46,18.74,1,emergency,<5_years,low,0,1,Full GDT
V145,bm25,20.0,1,1,195.51,37.75,36.33,13.71,42.62,72.42,38.83,22.61,2,emergency,<5_years,low,0,0,Full GDT
V145,gdt,21.85,1,1,115.14,27.09,31.24,1.49,14.84,79.37,23.93,11.65,3,emergency,<5_years,low,0,1,Full GDT
V145,control,23.24,1,1,196.19,38.05,47.11,6.8,37.64,72.92,39.73,24.11,4,emergency,<5_years,low,0,0,Full GDT
V146,gdt,18.16,1,1,129.06,28.51,24.61,7.38,16.23,82.9,23.52,16.4,1,hospital_medicine,>=5_years,low,0,1,Full GDT
V146,control,26.46,1,1,208.1,38.33,45.06,10.17,40.36,71.24,46.58,16.56,2,hospital_medicine,>=5_years,low,0,0,Full GDT
V146,bm25,20.73,1,1,184.35,39.53,40.74,8.47,40.78,80.87,41.3,25.04,3,hospital_medicine,>=5_years,low,0,0,Full GDT
V146,cma,18.96,1,1,145.98,34.75,26.86,18.91,34.6,83.95,30.15,14.02,4,hospital_medicine,>=5_years,low,0,1,Full GDT
V147,cma,78.57,1,4,145.73,43.41,46.04,19.04,50.38,66.18,49.84,29.02,1,internal_medicine,<5_years,high,0,1,Full GDT
V147,bm25,86.63,1,4,174.22,51.27,69.87,18.97,64.96,45.42,65.25,43.13,2,internal_medicine,<5_years,high,0,0,Full GDT
V147,control,108.29,1,4,198.69,54.05,71.29,22.29,69.05,49.83,73.09,38.76,3,internal_medicine,<5_years,high,0,0,Full GDT
V147,gdt,76.97,1,4,128.49,42.7,50.45,19.96,45.79,69.17,50.53,20.32,4,internal_medicine,<5_years,high,0,1,Full GDT
V148,gdt,14.87,1,1,135.42,28.88,26.24,7.85,23.21,84.65,18.54,12.77,1,internal_medicine,<5_years,low,0,1,Full GDT
V148,cma,22.15,1,1,158.54,30.11,29.47,3.09,27.97,75.96,26.43,17.74,2,internal_medicine,<5_years,low,0,1,Full GDT
V148,control,24.44,1,1,174.78,38.03,38.34,7.77,38.18,79.49,39.99,24.38,3,internal_medicine,<5_years,low,0,0,Full GDT
V148,bm25,26.48,1,1,210.16,41.24,39.48,16.83,49.86,74.23,43.08,23.96,4,internal_medicine,<5_years,low,0,0,Full GDT
V149,bm25,25.79,1,1,183.08,41.15,44.74,11.73,47.47,67.91,48.08,27.0,1,critical_care,<5_years,low,0,0,Full GDT
V149,gdt,17.91,1,1,121.37,30.83,26.82,14.49,24.79,85.63,23.06,10.22,2,critical_care,<5_years,low,0,1,Full GDT
V149,cma,17.79,1,1,174.62,32.05,31.44,7.45,26.6,79.83,35.27,11.72,3,critical_care,<5_years,low,0,1,Full GDT
V149,control,23.18,1,1,193.47,42.38,42.67,16.88,45.12,73.76,50.43,25.43,4,critical_care,<5_years,low,0,0,Full GDT
V150,bm25,70.29,1,3,186.12,53.08,64.05,24.18,61.81,60.96,67.05,40.44,1,hospital_medicine,<5_years,low,1,0,Full GDT
V150,gdt,61.91,1,3,123.58,38.57,40.42,9.12,44.21,67.72,43.32,26.61,2,hospital_medicine,<5_years,low,1,1,Full GDT
V150,control,72.8,1,3,180.24,49.29,66.57,14.24,63.16,56.98,59.85,34.98,3,hospital_medicine,<5_years,low,1,0,Full GDT
V150,cma,60.79,1,3,145.77,43.71,50.39,16.6,48.95,66.36,48.83,31.12,4,hospital_medicine,<5_years,low,1,1,Full GDT
V151,gdt,95.94,1,5,137.59,50.71,64.54,18.5,62.54,64.54,57.23,36.93,1,emergency,<5_years,high,1,1,Full GDT
V151,cma,99.41,1,5,140.44,49.59,64.92,19.75,55.99,53.98,68.0,34.91,2,emergency,<5_years,high,1,1,Full GDT
V151,bm25,118.43,1,5,196.6,60.29,80.06,27.42,77.91,41.66,82.84,51.83,3,emergency,<5_years,high,1,0,Full GDT
V151,control,117.09,1,5,187.11,59.71,78.56,26.56,72.31,49.86,84.29,46.67,4,emergency,<5_years,high,1,0,Full GDT
V152,bm25,48.21,1,2,188.95,42.32,51.56,8.52,58.04,70.76,39.88,25.14,1,internal_medicine,<5_years,low,0,0,Full GDT
V152,cma,42.72,1,2,151.05,37.53,42.24,12.69,36.86,80.0,36.93,16.47,2,internal_medicine,<5_years,low,0,1,Full GDT
V152,gdt,36.75,1,2,140.89,32.29,34.19,13.61,28.59,77.78,29.21,10.36,3,internal_medicine,<5_years,low,0,1,Full GDT
V152,control,45.31,1,2,179.6,44.25,52.96,17.27,52.38,68.22,48.65,26.03,4,internal_medicine,<5_years,low,0,0,Full GDT
V153,gdt,95.48,1,5,135.79,46.41,63.14,12.96,55.05,66.44,51.05,29.84,1,hospital_medicine,>=5_years,high,0,1,Full GDT
V153,control,123.14,1,5,207.77,59.59,89.34,21.62,72.04,41.15,82.67,50.76,2,hospital_medicine,>=5_years,high,0,0,Full GDT
V153,cma,98.34,1,5,157.24,48.85,66.61,17.03,60.82,53.1,60.95,34.59,3,hospital_medicine,>=5_years,high,0,1,Full GDT
V153,bm25,114.7,1,5,186.33,59.46,84.62,16.59,73.83,43.23,84.73,53.78,4,hospital_medicine,>=5_years,high,0,0,Full GDT
V154,cma,92.48,1,5,137.94,48.68,61.34,19.9,57.24,67.24,57.42,28.91,1,critical_care,<5_years,high,0,1,Full GDT
V154,gdt,92.07,1,5,128.5,46.55,62.65,9.81,53.66,62.8,61.95,28.41,2,critical_care,<5_years,high,0,1,Full GDT
V154,bm25,114.71,1,5,191.29,59.41,82.0,23.55,79.55,46.28,82.67,42.43,3,critical_care,<5_years,high,0,0,Full GDT
V154,control,116.74,1,5,182.25,60.67,84.73,20.04,82.58,49.33,78.67,48.7,4,critical_care,<5_years,high,0,0,Full GDT
V155,gdt,55.11,1,3,133.34,38.23,38.36,15.14,38.35,73.41,45.61,18.49,1,internal_medicine,>=5_years,high,2,1,Full GDT
V155,control,65.54,1,3,187.2,48.25,64.23,18.45,56.15,55.69,60.7,34.31,2,internal_medicine,>=5_years,high,2,0,Full GDT
V155,bm25,65.74,1,3,199.83,47.32,59.16,11.66,58.13,59.77,61.82,33.4,3,internal_medicine,>=5_years,high,2,0,Full GDT
V155,cma,60.07,1,3,147.62,40.98,49.81,8.49,48.82,63.79,48.06,26.9,4,internal_medicine,>=5_years,high,2,1,Full GDT
V156,bm25,43.59,1,2,206.76,40.86,50.12,16.54,43.23,63.21,46.59,25.48,1,critical_care,<5_years,low,0,0,Full GDT
V156,control,44.74,1,2,178.7,42.45,48.25,19.13,46.17,62.67,50.82,27.64,2,critical_care,<5_years,low,0,0,Full GDT
V156,cma,45.3,1,2,153.69,38.06,44.34,10.72,38.91,74.43,40.97,18.99,3,critical_care,<5_years,low,0,1,Full GDT
V156,gdt,42.11,1,2,137.77,32.39,28.01,7.63,34.49,68.38,35.74,20.07,4,critical_care,<5_years,low,0,1,Full GDT
V157,gdt,75.42,1,4,135.86,43.0,50.54,11.43,51.21,66.31,54.12,24.4,1,hospital_medicine,>=5_years,high,0,1,Full GDT
V157,control,84.86,1,4,199.69,54.88,76.64,13.85,68.02,59.21,70.68,40.91,2,hospital_medicine,>=5_years,high,0,0,Full GDT
V157,bm25,89.87,1,4,171.83,53.07,70.83,17.7,68.4,53.2,71.25,37.04,3,hospital_medicine,>=5_years,high,0,0,Full GDT
V157,cma,79.5,1,4,144.42,45.18,55.36,19.47,48.16,64.64,49.75,33.71,4,hospital_medicine,>=5_years,high,0,1,Full GDT
V158,gdt,40.73,1,2,117.23,30.51,25.24,7.46,37.41,77.26,26.94,8.76,1,critical_care,>=5_years,low,0,1,Full GDT
V158,cma,46.88,1,2,150.62,36.75,35.22,9.7,40.67,72.43,40.14,22.33,2,critical_care,>=5_years,low,0,1,Full GDT
V158,bm25,48.18,1,2,175.79,45.43,57.12,17.38,46.98,68.18,54.19,28.74,3,critical_care,>=5_years,low,0,0,Full GDT
V158,control,42.9,1,2,190.94,43.77,56.79,14.58,46.28,59.79,53.07,32.07,4,critical_care,>=5_years,low,0,0,Full GDT
V159,gdt,91.34,1,5,120.94,46.53,52.78,11.74,54.87,67.68,63.99,28.13,1,critical_care,>=5_years,high,0,1,Full GDT
V159,bm25,120.85,1,5,188.61,60.64,82.67,23.4,80.3,43.42,81.92,52.16,2,critical_care,>=5_years,high,0,0,Full GDT
V159,cma,104.52,1,5,153.28,54.19,72.2,23.55,66.95,59.03,64.86,38.54,3,critical_care,>=5_years,high,0,1,Full GDT
V159,control,123.37,1,5,188.52,61.14,86.38,27.72,82.8,42.18,84.37,43.37,4,critical_care,>=5_years,high,0,0,Full GDT
V160,bm25,67.12,1,3,192.01,48.37,64.36,13.0,60.44,60.07,60.41,31.95,1,hospital_medicine,<5_years,low,0,0,Full GDT
V160,cma,61.67,1,3,146.52,41.43,49.66,12.0,49.15,71.88,44.65,21.28,2,hospital_medicine,<5_years,low,0,1,Full GDT
V160,gdt,58.11,1,3,125.84,36.67,39.67,14.92,35.3,71.01,44.95,14.16,3,hospital_medicine,<5_years,low,0,1,Full GDT
V160,control,76.69,1,3,199.66,47.1,60.75,10.95,59.28,61.83,60.18,29.64,4,hospital_medicine,<5_years,low,0,0,Full GDT
V161,gdt,94.02,1,5,127.31,42.66,57.82,12.0,57.42,53.52,51.22,23.98,1,internal_medicine,<5_years,high,2,1,Full GDT
V161,cma,101.15,1,5,151.42,46.06,65.28,11.49,56.14,50.06,62.47,30.9,2,internal_medicine,<5_years,high,2,1,Full GDT
V161,bm25,111.4,1,5,184.44,61.03,79.21,21.84,80.42,54.59,76.57,53.53,3,internal_medicine,<5_years,high,2,0,Full GDT
V161,control,124.72,1,5,184.28,60.56,84.04,23.58,76.25,51.09,80.91,47.47,4,internal_medicine,<5_years,high,2,0,Full GDT
