vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V058,bm25,88.58,1,4,172.81,55.54,71.54,18.7,72.35,51.68,74.32,44.68,2,hospital_medicine,<5_years,high,0,0
V059,bm25,45.14,1,2,204.51,43.63,51.43,19.13,48.68,70.1,51.27,21.2,3,emergency,>=5_years,low,1,0
V060,bm25,49.6,1,2,200.53,44.94,49.26,13.37,52.25,74.42,48.64,31.69,3,critical_care,<5_years,low,0,0
V061,bm25,22.58,1,1,169.6,40.86,46.56,12.76,48.37,70.23,46.05,21.18,4,critical_care,>=5_years,low,0,0
V062,bm25,69.66,1,3,189.16,51.11,58.73,23.14,61.87,61.74,61.48,39.69,1,critical_care,>=5_years,low,0,0
V063,bm25,219.94,0,5,194.36,70.07,100.0,26.79,100.0,25.67,100.0,67.98,4,emergency,<5_years,high,1,0
V064,bm25,300.0,0,5,184.06,73.26,100.0,37.94,100.0,15.57,100.0,86.06,4,internal_medicine,<5_years,high,3,0
V065,bm25,20.03,1,1,172.11,41.27,54.25,9.37,38.17,80.26,41.65,23.94,2,emergency,<5_years,low,0,0
V066,bm25,48.5,1,2,180.79,43.56,56.83,12.24,54.48,63.85,49.1,24.86,1,critical_care,>=5_years,low,1,0
V067,bm25,50.38,1,2,183.98,44.13,48.38,8.95,53.42,65.99,52.15,35.88,4,hospital_medicine,<5_years,low,0,0
V068,bm25,66.63,1,3,184.7,47.62,60.59,13.65,56.65,62.95,57.21,34.65,4,emergency,>=5_years,low,0,0
V069,bm25,22.2,1,1,163.37,37.1,41.41,7.93,45.4,66.13,41.59,20.16,4,hospital_medicine,>=5_years,low,0,0
V070,bm25,71.03,1,3,181.7,50.86,68.68,12.97,61.38,58.09,63.09,40.97,3,critical_care,<5_years,low,0,0
V071,bm25,88.0,1,4,188.23,53.98,68.01,21.57,68.32,57.57,72.69,35.74,4,critical_care,<5_years,high,2,0
V072,bm25,40.28,1,2,190.67,40.41,50.82,12.62,49.29,62.64,42.91,24.17,4,hospital_medicine,<5_years,low,0,0
V073,bm25,52.15,1,2,193.87,46.63,58.19,8.89,52.16,63.39,58.45,38.71,4,internal_medicine,<5_years,low,1,0
V074,bm25,44.89,1,2,177.24,44.15,53.49,19.4,43.61,70.73,46.59,31.05,1,emergency,<5_years,low,0,0
V075,bm25,51.02,1,2,210.54,43.26,49.42,12.13,48.56,64.76,55.47,29.23,3,hospital_medicine,>=5_years,low,0,0
V076,bm25,115.2,1,5,191.81,61.81,76.22,24.36,85.82,49.16,79.62,55.7,4,internal_medicine,>=5_years,high,3,0
V077,bm25,115.03,1,5,197.95,59.91,79.25,26.88,81.66,47.43,80.79,43.45,2,emergency,>=5_years,high,0,0
V078,bm25,177.41,0,3,186.22,65.55,95.23,25.37,95.06,29.58,89.35,58.73,2,critical_care,>=5_years,low,1,0
V079,bm25,71.98,1,3,180.39,50.88,55.81,16.9,70.3,59.83,62.15,40.31,1,hospital_medicine,>=5_years,low,0,0
V080,bm25,117.36,1,5,193.88,62.06,82.36,34.98,80.47,45.63,81.93,47.01,1,emergency,>=5_years,high,3,0
V081,bm25,97.3,1,4,190.2,58.55,74.63,29.82,75.64,55.61,73.53,42.09,2,emergency,>=5_years,high,0,0
V082,bm25,71.24,1,3,176.14,50.1,61.96,22.29,55.75,65.2,57.79,37.63,1,critical_care,<5_years,low,0,0
V083,bm25,21.43,1,1,171.21,41.44,44.76,13.54,49.04,75.96,46.17,19.16,1,emergency,>=5_years,low,0,0
V084,bm25,26.57,1,1,173.26,39.2,47.05,12.25,42.84,63.78,47.2,22.06,4,internal_medicine,<5_years,low,0,0
V085,bm25,49.82,1,2,198.47,44.99,56.53,17.81,43.33,68.22,50.43,33.6,1,hospital_medicine,>=5_years,low,1,0
V086,bm25,41.65,1,2,204.65,45.53,55.93,14.33,43.57,68.99,52.66,37.68,1,hospital_medicine,<5_years,low,1,0
V087,bm25,121.58,1,5,181.29,62.68,86.52,27.87,77.33,51.97,79.69,52.71,3,critical_care,<5_years,high,0,0
V088,bm25,65.88,1,3,207.03,50.37,63.55,17.03,60.99,64.08,56.51,40.03,4,critical_care,<5_years,low,0,0
V089,bm25,41.97,1,2,170.43,44.93,51.14,10.48,54.93,67.3,58.25,27.5,3,emergency,<5_years,low,1,0
V090,bm25,22.22,1,1,220.44,36.97,42.32,5.08,35.54,75.63,39.59,23.65,3,emergency,<5_years,low,0,0
V091,bm25,114.98,1,5,182.07,57.95,86.47,18.55,73.47,52.35,78.99,37.85,2,internal_medicine,<5_years,high,0,0
V092,bm25,74.65,1,3,182.46,52.06,68.84,17.25,62.18,55.11,68.81,40.15,1,critical_care,>=5_years,low,0,0
V093,bm25,96.71,1,4,205.59,54.22,73.71,11.7,68.02,55.03,68.51,48.33,3,internal_medicine,<5_years,high,0,0
V094,bm25,92.03,1,4,188.68,56.89,75.42,21.85,62.67,59.42,72.63,49.36,1,internal_medicine,<5_years,high,0,0
V095,bm25,115.38,1,5,191.96,59.92,86.71,25.29,78.99,45.11,76.97,46.43,1,internal_medicine,>=5_years,high,1,0
V096,bm25,20.61,1,1,197.38,38.95,42.96,6.8,41.24,68.52,45.78,28.43,4,hospital_medicine,>=5_years,low,0,0
V097,bm25,69.07,1,3,180.78,47.37,61.61,13.91,55.04,59.09,63.77,30.8,2,hospital_medicine,<5_years,low,1,0
V098,bm25,20.28,1,1,184.8,36.98,47.68,12.28,33.97,68.73,37.65,21.54,3,internal_medicine,<5_years,low,0,0
V099,bm25,92.13,1,4,197.93,54.07,68.85,14.19,71.63,55.57,68.28,45.93,1,hospital_medicine,>=5_years,high,2,0
V100,bm25,92.9,1,4,197.37,54.72,76.67,20.54,73.47,49.17,66.04,42.45,3,critical_care,<5_years,high,0,0
V101,bm25,50.13,1,2,200.87,46.98,58.17,18.22,58.87,66.79,48.12,31.72,1,hospital_medicine,<5_years,low,0,0
V102,bm25,26.51,1,1,201.52,43.3,41.66,13.9,52.21,74.27,43.23,34.53,2,internal_medicine,<5_years,low,0,0
V103,bm25,44.69,1,2,215.73,43.52,57.9,12.84,48.87,67.72,46.94,26.85,4,critical_care,<5_years,low,1,0
V104,bm25,76.33,1,3,173.0,48.37,62.74,16.92,57.27,59.57,54.87,38.87,2,emergency,<5_years,low,1,0
V105,bm25,115.83,1,5,184.2,59.71,74.8,26.99,85.38,46.53,75.86,48.69,1,critical_care,>=5_years,high,3,0
V106,bm25,46.72,1,2,179.22,46.16,48.9,13.86,55.37,67.47,59.06,32.29,4,internal_medicine,>=5_years,low,1,0
V107,bm25,20.36,1,1,137.63,38.57,45.15,11.81,31.26,74.12,49.68,19.42,3,internal_medicine,<5_years,low,0,0
V108,bm25,210.14,0,4,180.58,70.4,100.0,30.51,100.0,30.79,100.0,61.12,4,critical_care,<5_years,high,2,0
V109,bm25,111.24,1,5,185.8,59.19,82.98,18.73,79.0,49.94,80.04,44.47,4,emergency,>=5_years,high,3,0
V110,bm25,45.15,1,2,185.68,43.43,47.4,20.43,40.68,65.32,52.27,34.47,3,internal_medicine,>=5_years,low,1,0
V111,bm25,24.28,1,1,189.05,40.49,46.34,9.71,45.16,78.95,42.23,20.57,2,hospital_medicine,<5_years,low,0,0
V112,bm25,97.54,1,4,206.42,55.19,70.41,19.06,78.55,46.27,73.58,43.27,1,hospital_medicine,<5_years,high,0,0
V113,bm25,62.78,1,3,184.25,49.92,66.69,14.66,60.15,65.83,58.81,33.38,2,hospital_medicine,<5_years,low,0,0
V114,bm25,44.9,1,2,176.12,44.08,47.78,17.73,51.46,64.59,51.74,31.18,1,internal_medicine,>=5_years,low,0,0
V115,bm25,72.25,1,3,182.12,48.59,57.51,17.62,59.04,57.51,63.24,36.61,4,critical_care,<5_years,low,0,0
V116,bm25,22.86,1,1,170.14,39.0,40.97,11.18,38.24,75.43,35.56,32.63,1,internal_medicine,<5_years,low,0,0
V117,bm25,115.88,1,5,196.55,59.43,80.84,17.15,82.82,45.83,82.84,47.11,2,critical_care,>=5_years,high,1,0
V118,bm25,71.5,1,3,205.95,49.65,67.97,18.4,58.2,59.34,56.84,37.12,3,critical_care,>=5_years,low,1,0
V119,bm25,68.15,1,3,170.45,48.26,57.2,18.78,59.6,55.33,60.97,37.66,2,internal_medicine,>=5_years,low,0,0
V120,bm25,100.61,1,4,194.9,56.55,77.75,12.79,68.04,57.76,76.6,46.37,2,emergency,>=5_years,high,1,0
V121,bm25,51.07,1,2,183.33,44.21,59.44,13.33,47.1,57.14,52.1,36.12,2,emergency,>=5_years,low,0,0
V122,bm25,113.87,1,5,199.87,57.63,70.62,26.93,74.33,46.09,78.09,49.73,3,emergency,<5_years,high,1,0
V123,bm25,45.91,1,2,209.04,43.68,51.76,12.48,46.97,73.95,48.53,28.38,1,hospital_medicine,>=5_years,low,0,0
V124,bm25,91.72,1,4,190.04,54.45,66.12,17.55,71.32,62.42,67.76,41.53,4,emergency,<5_years,high,2,0
V125,bm25,93.72,1,4,200.09,53.5,77.82,14.84,74.48,45.86,70.11,37.86,4,hospital_medicine,<5_years,high,0,0
V126,bm25,213.39,0,5,191.51,68.62,100.0,30.64,98.44,23.81,100.0,58.8,4,emergency,>=5_years,high,1,0
V127,bm25,22.86,1,1,177.26,36.55,36.77,13.53,39.71,68.43,40.32,20.54,4,emergency,<5_years,low,0,0
V128,bm25,71.24,1,3,188.23,51.96,69.58,22.44,65.72,61.14,55.5,37.38,4,critical_care,<5_years,low,0,0
V129,bm25,89.77,1,4,199.22,53.78,69.93,24.61,67.28,58.11,65.88,36.88,1,emergency,<5_years,high,0,0
V130,bm25,89.6,1,4,194.48,53.35,74.1,19.74,63.39,51.92,71.91,39.05,1,hospital_medicine,<5_years,high,0,0
V131,bm25,42.31,1,2,178.17,41.73,49.23,8.89,43.56,64.77,49.74,34.2,4,critical_care,>=5_years,low,1,0
V132,bm25,22.76,1,1,191.75,37.64,52.14,7.13,38.76,69.27,34.59,23.97,3,hospital_medicine,<5_years,low,0,0
V133,bm25,100.77,1,4,186.66,58.98,77.29,24.17,71.5,55.8,73.68,51.45,1,internal_medicine,<5_years,high,0,0
V134,bm25,42.1,1,2,202.61,45.28,46.81,20.18,46.88,72.06,50.14,35.61,4,emergency,<5_years,low,0,0
V135,bm25,74.66,1,3,193.2,49.0,65.85,15.99,59.02,58.17,61.44,33.55,2,critical_care,>=5_years,low,1,0
V136,bm25,22.1,1,1,181.91,38.36,45.69,13.51,33.09,70.16,40.32,27.41,1,emergency,>=5_years,low,0,0
V137,bm25,29.89,1,1,214.95,36.05,41.71,9.58,34.16,73.28,35.86,21.67,4,critical_care,<5_years,low,0,0
V138,bm25,72.47,1,3,186.2,52.49,62.16,18.14,68.64,63.81,64.43,37.78,1,critical_care,<5_years,high,2,0
V139,bm25,93.44,1,4,191.2,56.88,78.17,19.34,72.34,54.99,66.44,50.02,3,critical_care,<5_years,high,2,0
V140,bm25,225.41,0,5,194.94,70.55,100.0,31.21,100.0,25.35,100.0,66.71,3,internal_medicine,<5_years,high,1,0
V141,bm25,22.86,1,1,192.88,40.0,54.8,12.8,38.43,70.58,44.76,18.62,4,internal_medicine,>=5_years,low,0,0
V142,bm25,119.9,1,5,201.47,64.25,87.89,27.33,84.5,46.93,89.96,48.9,2,critical_care,<5_years,high,0,0
V143,bm25,78.8,1,3,197.84,50.82,61.67,16.83,62.32,63.36,62.65,38.07,2,internal_medicine,>=5_years,low,1,0
V144,bm25,104.22,1,4,192.65,56.99,77.38,22.43,77.35,52.89,73.65,38.22,3,internal_medicine,<5_years,high,2,0
V145,bm25,170.7,0,3,195.13,66.35,95.32,22.27,92.54,41.74,90.71,55.5,4,emergency,<5_years,low,1,0
V146,bm25,21.75,1,1,183.11,38.44,44.08,11.74,35.84,73.69,39.95,25.38,3,critical_care,<5_years,low,0,0
V147,bm25,100.59,1,4,198.02,58.02,74.87,25.97,63.89,58.49,74.63,50.27,2,hospital_medicine,<5_years,high,3,0
V148,bm25,68.58,1,3,195.21,51.0,57.66,18.81,72.61,57.91,59.22,39.77,2,critical_care,>=5_years,low,0,0
V149,bm25,25.01,1,1,212.44,38.68,44.02,7.43,45.08,69.69,41.44,24.41,4,hospital_medicine,<5_years,low,0,0
V150,bm25,97.26,1,4,179.27,54.23,76.24,21.55,70.6,53.32,65.46,38.19,4,emergency,<5_years,high,0,0
V151,bm25,25.0,1,1,197.98,40.56,44.22,9.86,36.92,71.86,49.95,30.56,2,critical_care,<5_years,low,0,0
V152,bm25,25.79,1,1,172.06,39.85,44.54,10.41,41.51,68.23,49.14,25.26,1,internal_medicine,>=5_years,low,0,0
V153,bm25,121.92,1,5,192.55,58.37,83.19,20.19,73.8,50.92,81.25,40.84,2,hospital_medicine,<5_years,high,2,0
V154,bm25,70.06,1,3,191.9,49.08,61.7,11.52,57.44,63.95,60.07,39.81,1,internal_medicine,>=5_years,high,2,0
V155,bm25,27.47,1,1,207.23,39.81,48.0,9.04,39.62,74.51,39.85,27.85,4,internal_medicine,>=5_years,low,0,0
V156,bm25,25.18,1,1,219.67,40.65,40.23,14.97,44.9,71.32,45.96,26.53,4,internal_medicine,>=5_years,low,0,0
V157,bm25,96.01,1,4,189.25,54.59,73.86,22.41,68.64,55.9,67.92,38.81,4,critical_care,<5_years,high,1,0
V158,bm25,108.39,1,5,188.79,55.66,78.23,16.9,70.43,43.56,78.35,46.52,3,internal_medicine,<5_years,high,3,0
V159,bm25,49.58,1,2,206.43,44.24,47.82,15.3,57.02,65.47,50.86,28.95,4,internal_medicine,>=5_years,low,0,0
V160,bm25,51.85,1,2,196.43,43.61,45.97,9.98,54.35,67.22,46.71,37.42,3,emergency,>=5_years,low,0,0
V161,bm25,22.88,1,1,184.81,38.32,44.78,14.97,35.45,67.41,40.15,27.13,2,hospital_medicine,<5_years,low,0,0
V162,bm25,113.13,1,5,199.62,57.4,78.6,21.27,82.61,45.67,78.84,37.42,3,hospital_medicine,>=5_years,high,3,0
V163,bm25,72.63,1,3,182.03,51.43,66.9,10.35,63.07,62.11,64.01,42.13,3,critical_care,<5_years,low,0,0
V164,bm25,110.89,1,5,201.9,57.92,74.57,15.1,74.65,49.92,81.49,51.78,4,emergency,>=5_years,high,2,0
V165,bm25,48.76,1,2,180.84,46.05,48.89,16.73,54.48,63.98,49.2,43.05,3,hospital_medicine,<5_years,low,1,0
V166,bm25,117.3,1,5,170.06,59.44,79.27,18.91,81.76,49.86,76.66,50.17,2,critical_care,>=5_years,high,4,0
V167,bm25,48.52,1,2,220.93,46.03,54.0,14.17,49.39,68.26,57.73,32.65,2,hospital_medicine,<5_years,low,0,0
V168,bm25,67.21,1,3,184.67,48.58,61.8,10.97,60.14,57.96,65.72,34.88,4,emergency,>=5_years,low,0,0
V169,bm25,84.79,1,4,198.45,52.84,70.25,16.95,66.78,53.73,67.91,41.43,2,hospital_medicine,>=5_years,high,1,0
V170,bm25,90.28,1,4,187.29,54.46,71.38,21.36,60.16,54.88,73.0,45.99,1,internal_medicine,>=5_years,high,0,0
V171,bm25,64.99,1,3,177.65,49.11,62.74,14.22,60.22,60.82,59.21,37.47,3,internal_medicine,<5_years,low,0,0
V172,bm25,45.96,1,2,190.33,44.61,54.52,9.65,50.26,70.25,50.49,32.48,2,emergency,<5_years,low,1,0
V173,bm25,113.93,1,5,193.67,60.14,81.19,18.17,88.7,44.68,79.92,48.18,1,emergency,>=5_years,high,1,0
V174,bm25,22.8,1,1,172.08,38.08,41.17,12.97,42.16,69.69,39.26,23.25,1,internal_medicine,<5_years,low,0,0
V175,bm25,50.66,1,2,186.5,46.69,56.58,17.3,58.0,63.1,60.07,25.12,1,emergency,>=5_years,low,0,0
V176,bm25,91.9,1,4,186.29,54.76,76.33,15.33,72.09,54.07,66.51,44.25,4,hospital_medicine,>=5_years,high,3,0
V177,bm25,23.85,1,1,201.4,35.58,32.02,8.63,40.84,74.81,37.54,19.62,2,emergency,>=5_years,low,0,0
V178,bm25,73.75,1,3,180.5,47.3,62.13,17.15,52.82,52.11,57.89,41.69,2,internal_medicine,<5_years,low,1,0
V179,bm25,49.13,1,2,206.59,41.48,50.47,17.93,48.42,58.49,48.53,25.05,2,critical_care,>=5_years,low,0,0
V180,bm25,300.0,0,5,186.55,70.14,100.0,33.38,100.0,5.2,100.0,82.28,3,critical_care,<5_years,high,2,0
V181,bm25,113.8,1,5,187.59,60.16,81.17,18.53,77.14,52.77,84.11,47.22,4,emergency,<5_years,high,3,0
V182,bm25,116.54,1,5,174.48,58.71,81.43,15.98,81.31,51.77,74.68,47.08,1,hospital_medicine,<5_years,high,0,0
V183,bm25,49.41,1,2,195.5,44.02,51.17,15.41,48.9,66.06,53.69,28.86,3,emergency,>=5_years,low,1,0
V184,bm25,63.87,1,3,190.45,50.87,62.19,20.91,52.4,70.75,68.54,30.44,3,emergency,<5_years,low,0,0
V185,bm25,102.25,1,4,190.31,54.43,73.94,23.4,71.31,48.81,66.49,42.63,3,emergency,<5_years,high,1,0
V186,bm25,205.62,0,4,199.32,69.63,100.0,35.64,98.31,25.83,100.0,57.98,4,emergency,>=5_years,high,0,0
V187,bm25,115.43,1,5,192.35,59.22,86.65,19.11,79.04,49.04,72.33,49.14,3,internal_medicine,>=5_years,high,0,0
V188,bm25,111.62,1,5,181.96,57.39,78.5,22.57,72.6,48.17,74.08,48.41,2,critical_care,<5_years,high,1,0
V189,bm25,91.4,1,4,190.16,55.05,71.89,19.32,67.83,55.41,71.77,44.08,4,hospital_medicine,<5_years,high,1,0
V190,bm25,116.59,1,5,209.52,60.33,76.28,25.18,84.04,45.89,77.25,53.35,3,internal_medicine,>=5_years,high,0,0
V191,bm25,44.21,1,2,199.14,46.74,56.83,16.83,56.52,73.43,50.16,26.69,4,internal_medicine,>=5_years,low,1,0
V192,bm25,115.39,1,5,183.71,59.7,76.37,21.92,78.58,48.38,86.24,46.72,3,internal_medicine,<5_years,high,0,0
V193,bm25,67.94,1,3,185.19,52.26,67.67,17.93,62.52,70.73,58.21,36.48,3,critical_care,<5_years,low,0,0
V194,bm25,65.1,1,3,207.42,49.81,56.87,22.73,54.18,61.09,60.62,43.38,1,internal_medicine,<5_years,low,0,0
V195,bm25,46.35,1,2,208.93,43.51,54.2,10.25,43.3,69.72,47.97,35.61,1,hospital_medicine,>=5_years,low,0,0
V196,bm25,99.89,1,4,192.89,55.17,75.72,13.02,71.84,56.64,70.07,43.74,4,internal_medicine,>=5_years,high,1,0
V197,bm25,23.06,1,1,173.06,39.99,42.12,11.57,41.39,72.11,44.85,27.88,2,hospital_medicine,<5_years,low,0,0
V198,bm25,71.1,1,3,195.7,46.93,62.38,11.22,52.53,60.75,63.38,31.35,4,critical_care,>=5_years,high,2,0
V199,bm25,86.3,1,4,188.3,50.49,64.87,9.18,65.82,54.16,70.18,38.75,2,critical_care,>=5_years,high,2,0
V200,bm25,24.91,1,1,171.0,37.82,40.95,10.3,42.4,73.09,34.71,25.49,4,internal_medicine,<5_years,low,0,0
V201,bm25,75.3,1,3,202.52,50.6,65.47,18.62,61.91,62.27,63.82,31.49,3,emergency,>=5_years,low,0,0
V202,bm25,113.08,1,5,187.9,59.72,80.47,14.72,83.75,49.95,78.77,50.65,3,critical_care,<5_years,high,0,0
V203,bm25,68.11,1,3,200.13,48.92,63.57,20.28,54.47,62.05,57.3,35.85,2,emergency,<5_years,low,1,0
V204,bm25,49.76,1,2,195.89,47.22,53.7,9.92,54.3,76.45,59.41,29.57,2,critical_care,>=5_years,low,1,0
V205,bm25,47.41,1,2,173.59,44.75,53.29,13.25,51.52,67.41,53.57,29.44,1,hospital_medicine,>=5_years,low,1,0
V206,bm25,24.17,1,1,221.63,38.2,42.0,8.12,35.16,71.44,47.26,25.2,4,critical_care,<5_years,low,0,0
V207,bm25,61.6,1,3,195.56,48.32,58.89,6.3,62.73,65.62,61.66,34.74,2,emergency,>=5_years,low,0,0
V208,bm25,122.35,1,5,181.37,62.14,92.2,19.03,78.56,41.72,89.64,51.72,1,emergency,<5_years,high,2,0
V209,bm25,72.08,1,3,182.46,48.31,66.69,14.79,55.83,54.65,62.86,35.04,1,emergency,>=5_years,low,0,0
V210,bm25,22.77,1,1,164.52,39.2,41.58,16.77,35.15,71.87,45.27,24.55,2,hospital_medicine,>=5_years,low,0,0
V211,bm25,25.34,1,1,196.58,37.84,44.94,15.75,37.99,66.06,40.7,21.58,4,emergency,<5_years,low,0,0
V212,bm25,42.78,1,2,196.99,43.9,51.0,17.97,43.93,62.32,55.48,32.67,1,critical_care,>=5_years,low,0,0
V213,bm25,114.06,1,5,169.55,59.26,77.79,23.31,77.35,51.05,81.31,44.76,3,critical_care,<5_years,high,0,0
V214,bm25,75.98,1,3,187.2,49.79,63.69,21.42,68.14,57.07,55.32,33.11,1,hospital_medicine,<5_years,low,1,0
V215,bm25,24.34,1,1,184.16,40.59,44.53,10.2,36.52,74.93,52.01,25.36,3,hospital_medicine,<5_years,low,0,0
V216,bm25,38.38,1,2,176.63,45.14,49.48,20.53,47.57,72.55,51.65,29.03,3,hospital_medicine,<5_years,low,0,0
V217,bm25,214.5,0,4,206.43,72.89,100.0,36.29,100.0,30.79,100.0,70.25,1,hospital_medicine,<5_years,high,1,0
V218,bm25,226.79,0,5,190.06,68.81,100.0,31.85,100.0,19.83,100.0,61.2,3,hospital_medicine,<5_years,high,3,0
V219,bm25,23.96,1,1,191.44,37.47,45.41,9.51,39.4,70.98,38.59,20.96,1,hospital_medicine,<5_years,low,0,0
V220,bm25,300.0,0,5,179.02,71.56,100.0,38.46,100.0,10.29,100.0,80.6,3,emergency,<5_years,high,1,0
V221,bm25,122.3,1,5,182.25,59.05,82.97,21.75,80.96,39.77,79.48,49.35,4,critical_care,<5_years,high,2,0
V222,bm25,93.92,1,4,182.55,56.4,76.0,22.5,66.94,58.56,64.99,49.4,2,internal_medicine,<5_years,high,0,0
V223,bm25,173.52,0,3,182.69,67.05,100.0,28.78,88.49,38.36,94.53,52.13,2,critical_care,<5_years,high,2,0
V224,bm25,116.58,1,5,192.63,59.86,87.78,22.48,73.57,49.1,78.52,47.75,4,emergency,<5_years,high,1,0
V225,bm25,22.96,1,1,190.45,37.58,44.95,15.02,43.3,69.7,32.76,19.75,3,critical_care,<5_years,low,0,0
V226,bm25,93.09,1,4,193.49,50.94,65.68,17.1,68.35,45.05,70.0,39.49,4,hospital_medicine,<5_years,high,2,0
V227,bm25,20.88,1,1,191.46,40.74,43.82,12.66,44.4,75.78,46.3,21.49,3,critical_care,<5_years,low,0,0
V228,bm25,23.67,1,1,170.44,38.01,45.63,7.31,42.04,67.99,42.18,22.94,3,hospital_medicine,<5_years,low,0,0
V229,bm25,25.36,1,1,169.26,42.92,46.6,16.75,44.23,72.46,44.32,33.14,3,internal_medicine,>=5_years,low,0,0
V230,bm25,113.66,1,5,194.22,62.33,85.54,24.64,79.83,46.57,86.02,51.35,3,internal_medicine,>=5_years,high,0,0
V231,bm25,106.84,1,5,183.96,57.69,73.83,23.18,73.35,49.89,78.63,47.28,1,emergency,>=5_years,high,2,0
V232,bm25,24.17,1,1,200.83,38.44,44.54,14.74,38.25,75.09,36.65,21.37,2,emergency,>=5_years,low,0,0
V233,bm25,22.62,1,1,187.39,38.32,40.63,10.27,41.04,66.25,45.1,26.64,1,emergency,>=5_years,low,0,0
V234,bm25,87.83,1,4,172.3,53.3,68.65,15.56,66.78,59.22,67.73,41.88,2,emergency,<5_years,high,0,0
V235,bm25,46.23,1,2,168.98,46.85,58.85,9.06,57.17,68.49,48.69,38.86,4,hospital_medicine,<5_years,low,0,0
V236,bm25,87.53,1,4,189.57,56.69,74.94,21.91,73.04,50.79,68.08,51.36,4,emergency,<5_years,high,2,0
V237,bm25,46.27,1,2,191.73,46.14,62.9,18.49,50.64,61.72,46.83,36.25,4,hospital_medicine,>=5_years,low,0,0
V238,bm25,28.53,1,1,201.99,39.44,44.65,15.21,39.76,68.95,42.5,25.54,2,critical_care,<5_years,low,0,0
V239,bm25,22.62,1,1,205.11,39.85,41.28,17.14,40.95,79.43,38.56,21.71,2,emergency,<5_years,low,0,0
V240,bm25,24.52,1,1,188.91,42.1,50.31,9.22,47.57,74.09,46.07,25.37,4,emergency,<5_years,low,0,0
V241,bm25,71.2,1,3,194.28,49.78,68.25,22.85,58.23,58.58,59.98,30.8,3,critical_care,<5_years,low,0,0
V242,bm25,96.24,1,4,196.63,53.39,73.42,13.62,65.43,55.63,72.3,39.92,2,hospital_medicine,<5_years,high,3,0
V243,bm25,50.09,1,2,187.7,45.84,59.33,18.84,52.93,56.97,55.07,31.89,1,critical_care,>=5_years,low,1,0
V244,bm25,40.25,1,2,189.16,43.6,53.53,13.08,41.96,80.18,43.43,29.43,4,emergency,<5_years,low,0,0
V245,bm25,108.84,1,5,185.95,56.6,77.41,14.32,77.3,43.9,78.26,48.4,1,critical_care,>=5_years,high,0,0
V246,bm25,89.87,1,4,192.75,50.54,66.78,16.08,59.62,57.0,67.49,36.3,1,critical_care,>=5_years,high,0,0
V247,bm25,92.79,1,4,207.84,52.94,77.29,11.51,61.77,55.54,66.92,44.61,1,hospital_medicine,<5_years,high,0,0
V248,bm25,23.14,1,1,172.47,39.35,42.37,9.78,36.0,78.63,42.19,27.15,3,emergency,<5_years,low,0,0
V249,bm25,120.0,1,5,183.91,59.73,77.29,19.37,73.07,48.33,83.43,56.89,2,emergency,<5_years,high,0,0
V250,bm25,116.19,1,5,192.65,59.76,88.42,24.75,77.15,38.42,84.05,45.74,4,critical_care,>=5_years,high,1,0
V251,bm25,86.63,1,4,206.17,53.19,69.38,11.96,68.32,60.49,66.04,42.95,3,emergency,>=5_years,high,0,0
V252,bm25,23.89,1,1,207.58,43.05,52.48,6.56,43.12,71.17,50.42,34.56,3,internal_medicine,<5_years,low,0,0
V253,bm25,101.26,1,5,203.55,59.46,76.05,25.8,75.84,54.63,79.51,44.9,3,emergency,<5_years,high,1,0
V254,bm25,101.9,1,4,196.66,55.03,66.87,23.6,64.85,51.45,72.67,50.73,1,internal_medicine,<5_years,high,0,0
V255,bm25,110.21,1,5,192.71,58.86,84.32,17.71,78.75,45.61,78.74,48.02,3,hospital_medicine,<5_years,high,3,0
V256,bm25,67.99,1,3,209.36,47.95,63.89,9.86,58.48,59.57,62.38,33.55,4,emergency,<5_years,low,1,0
V257,bm25,92.94,1,4,180.64,55.45,68.53,16.72,74.0,54.3,73.13,45.99,4,critical_care,<5_years,high,2,0
V258,bm25,22.53,1,1,160.77,38.66,48.14,5.34,36.45,76.87,42.18,22.99,4,emergency,>=5_years,low,0,0
V259,bm25,19.84,1,1,199.48,36.22,35.77,6.69,35.47,72.55,40.41,26.42,3,internal_medicine,>=5_years,low,0,0
V260,bm25,121.14,1,5,191.8,62.86,86.77,20.17,82.57,46.1,90.21,51.33,4,internal_medicine,<5_years,high,2,0
V261,bm25,72.59,1,3,190.4,48.31,59.76,8.11,61.71,58.84,64.82,36.61,2,internal_medicine,<5_years,high,2,0
V262,bm25,25.59,1,1,200.57,42.65,48.73,13.97,39.17,75.9,42.15,35.95,2,emergency,<5_years,low,0,0
V263,bm25,111.5,1,5,206.39,57.91,87.94,8.61,75.12,45.23,80.38,50.2,3,internal_medicine,<5_years,high,2,0
V264,bm25,89.38,1,4,194.0,52.7,73.83,16.34,67.47,50.79,65.35,42.41,4,critical_care,<5_years,high,2,0
V265,bm25,115.94,1,5,190.47,57.73,79.78,26.33,84.62,35.46,74.25,45.93,1,hospital_medicine,<5_years,high,3,0
V266,bm25,23.06,1,1,212.77,38.95,39.82,13.5,36.22,73.32,33.74,37.13,2,internal_medicine,<5_years,low,0,0
