vignette_id,condition,time_to_info,accuracy,n_queries_issued,latency_ms,cognitive_load,tlx_mental,tlx_physical,tlx_temporal,tlx_performance,tlx_effort,tlx_frustration,period,specialty,experience_group,complexity,n_pivots,condition_code
V214,control,87.9,1,4,182.24,56.12,78.98,24.4,62.44,49.52,80.14,41.23,3,internal_medicine,>=5_years,high,0,0
V215,control,22.13,1,1,199.34,37.69,40.05,11.63,38.0,69.3,48.35,18.8,2,internal_medicine,>=5_years,low,0,0
V216,control,81.78,1,4,176.51,51.42,70.09,14.69,64.53,55.07,62.57,41.59,1,hospital_medicine,>=5_years,high,0,0
V217,control,93.2,1,4,189.93,53.74,75.4,22.82,68.54,47.5,62.04,46.14,3,critical_care,>=5_years,high,0,0
V218,control,43.79,1,2,198.57,45.09,57.74,10.88,49.79,77.54,49.17,25.39,1,internal_medicine,<5_years,low,0,0
V219,control,120.45,1,5,188.79,60.66,82.06,24.67,78.9,45.11,79.4,53.82,3,critical_care,>=5_years,high,3,0
V220,control,92.13,1,4,181.58,52.77,62.65,16.39,66.2,59.11,69.39,42.89,4,internal_medicine,<5_years,high,0,0
V221,control,47.08,1,2,195.99,42.99,58.05,19.11,43.97,60.92,49.42,26.49,1,hospital_medicine,>=5_years,low,0,0
V222,control,115.58,1,5,186.35,61.76,83.01,21.45,81.62,48.28,84.99,51.23,1,emergency,<5_years,high,1,0
V223,control,94.51,1,4,200.1,53.16,71.47,23.14,68.38,42.5,71.83,41.62,1,emergency,<5_years,high,2,0
V224,control,74.4,1,3,203.4,49.42,65.4,16.63,56.89,58.31,58.51,40.76,1,internal_medicine,>=5_years,low,0,0
V225,control,122.24,1,5,193.71,62.23,89.67,21.79,77.92,48.92,84.22,50.84,4,hospital_medicine,>=5_years,high,2,0
V226,control,116.86,1,5,184.99,60.16,83.72,27.74,73.56,46.35,82.81,46.75,1,emergency,<5_years,high,0,0
V227,control,21.52,1,1,157.08,38.98,47.33,5.29,40.02,74.86,40.02,26.39,2,emergency,>=5_years,low,0,0
V228,control,117.92,1,5,189.76,57.22,78.54,20.13,81.57,45.59,76.58,40.89,1,emergency,<5_years,high,0,0
V229,control,194.3,0,4,196.64,70.25,100.0,31.1,93.29,35.28,100.0,61.8,2,hospital_medicine,<5_years,high,2,0
V230,control,59.73,1,2,204.88,44.23,56.31,12.93,49.93,60.47,48.17,37.59,2,hospital_medicine,>=5_years,low,0,0
V231,control,44.79,1,2,207.41,45.33,51.39,15.27,49.63,65.69,56.43,33.56,3,hospital_medicine,>=5_years,low,0,0
V232,control,22.37,1,1,189.33,37.96,44.39,11.59,39.84,69.37,41.23,21.33,1,internal_medicine,<5_years,low,0,0
V233,control,22.75,1,1,183.49,38.57,43.16,9.07,39.58,74.82,34.76,30.04,4,emergency,<5_years,low,0,0
V234,control,70.6,1,3,203.39,47.16,56.82,17.7,55.76,51.78,61.1,39.79,1,critical_care,>=5_years,low,0,0
V235,control,44.07,1,2,167.26,43.91,56.51,15.73,51.45,68.47,45.02,26.29,2,emergency,<5_years,low,0,0
V236,control,43.95,1,2,181.57,44.01,49.96,9.17,52.58,67.49,53.13,31.73,3,critical_care,>=5_years,low,0,0
V237,control,89.36,1,4,174.33,54.68,70.53,26.26,68.82,49.81,67.71,44.95,1,internal_medicine,<5_years,high,0,0
V238,control,128.62,1,5,179.84,61.96,86.66,31.25,80.09,44.43,84.06,45.24,1,internal_medicine,>=5_years,high,1,0
V239,control,93.38,1,4,193.11,55.22,70.4,25.66,60.85,57.39,71.73,45.29,1,critical_care,>=5_years,high,0,0
V240,control,43.85,1,2,209.78,41.42,48.73,9.21,48.02,68.04,49.47,25.04,2,emergency,<5_years,low,0,0
V241,control,184.66,0,3,191.83,68.38,100.0,32.1,92.66,34.47,89.82,61.23,1,internal_medicine,<5_years,low,0,0
V242,control,23.95,1,1,190.06,37.27,47.15,12.16,43.78,65.73,34.49,20.28,1,emergency,<5_years,low,0,0
V243,control,21.13,1,1,197.16,36.34,41.98,11.89,38.46,68.24,33.26,24.24,4,internal_medicine,<5_years,low,0,0
V244,control,51.83,1,2,192.64,46.58,53.95,13.58,55.96,72.89,55.44,27.64,2,critical_care,<5_years,low,0,0
V245,control,121.84,1,5,185.26,58.47,83.48,12.91,82.93,48.58,80.59,42.35,4,critical_care,<5_years,high,0,0
V246,control,118.98,1,5,202.29,56.03,75.05,22.63,77.67,46.12,73.41,41.31,3,critical_care,>=5_years,high,0,0
V247,control,122.86,1,5,179.55,62.09,88.27,28.03,78.45,52.74,77.08,48.0,4,internal_medicine,>=5_years,high,0,0
V248,control,89.56,1,4,187.57,53.03,67.69,17.49,66.43,55.13,66.66,44.78,1,emergency,>=5_years,high,0,0
V249,control,49.03,1,2,189.41,44.2,52.88,12.4,54.54,69.6,46.81,28.98,4,emergency,>=5_years,low,0,0
V250,control,116.27,1,5,200.24,57.56,68.62,19.98,78.46,45.42,78.97,53.9,3,emergency,>=5_years,high,0,0
V251,control,89.62,1,4,188.4,54.82,75.02,10.18,72.59,52.22,73.69,45.2,2,emergency,<5_years,high,0,0
V252,control,74.09,1,3,209.46,53.53,66.53,25.47,66.49,61.2,63.42,38.06,2,internal_medicine,<5_years,low,0,0
V253,control,21.99,1,1,161.84,41.31,44.62,14.31,45.16,74.14,45.82,23.82,2,hospital_medicine,>=5_years,low,0,0
V254,control,46.83,1,2,191.42,43.08,57.9,10.18,46.87,63.23,52.53,27.75,3,emergency,>=5_years,low,0,0
V255,control,24.71,1,1,166.84,40.4,41.75,11.42,44.56,69.9,39.42,35.35,1,emergency,>=5_years,low,0,0
V256,control,19.74,1,1,174.32,38.3,42.5,5.93,43.87,71.0,37.15,29.34,2,internal_medicine,>=5_years,low,0,0
V257,control,45.54,1,2,197.08,44.73,57.27,16.47,48.34,68.78,48.4,29.14,2,hospital_medicine,>=5_years,low,0,0
V258,control,80.32,1,3,178.77,50.2,64.39,15.92,62.24,57.8,59.77,41.06,2,critical_care,>=5_years,low,0,0
V259,control,20.95,1,1,176.76,40.47,48.85,10.93,44.88,73.59,42.58,22.02,4,internal_medicine,>=5_years,low,0,0
V260,control,94.94,1,4,202.62,53.01,73.01,14.58,71.42,50.53,69.01,39.52,2,internal_medicine,>=5_years,high,0,0
V261,control,80.86,1,3,179.36,52.93,70.91,15.08,70.94,64.86,50.14,45.68,3,critical_care,>=5_years,low,0,0
V262,control,20.76,1,1,177.31,39.16,42.94,11.94,44.25,68.98,42.17,24.65,1,internal_medicine,<5_years,low,0,0
V263,control,52.85,1,2,160.48,45.21,55.48,16.93,59.08,65.85,47.65,26.27,2,internal_medicine,>=5_years,low,0,0
V264,control,68.23,1,3,180.32,47.28,66.57,10.27,54.97,56.88,54.72,40.26,2,internal_medicine,<5_years,low,1,0
V265,control,92.45,1,4,186.97,54.71,72.21,22.05,67.2,56.35,68.87,41.59,4,hospital_medicine,<5_years,high,1,0
V266,control,86.85,1,4,196.27,53.36,75.47,19.21,64.98,55.19,68.1,37.2,1,hospital_medicine,>=5_years,high,0,0
V267,control,30.81,1,1,194.26,39.38,44.22,6.65,39.93,67.66,41.7,36.09,4,emergency,>=5_years,low,0,0
V268,control,121.07,1,5,197.74,58.82,77.36,16.74,84.56,44.68,77.24,52.34,2,emergency,<5_years,high,1,0
V269,control,100.45,1,4,192.74,55.25,71.51,16.39,67.71,53.97,73.61,48.31,4,internal_medicine,>=5_years,high,1,0
V270,control,67.96,1,3,179.39,49.48,66.63,12.88,60.32,61.38,54.11,41.55,4,internal_medicine,<5_years,low,0,0
V271,control,45.82,1,2,202.57,44.74,53.49,12.87,52.44,73.33,50.06,26.24,4,internal_medicine,<5_years,low,0,0
V272,control,69.69,1,3,197.22,51.0,63.37,21.49,63.98,55.97,63.0,38.21,3,hospital_medicine,<5_years,low,0,0
V273,control,93.61,1,4,188.65,53.86,71.71,13.08,71.12,57.69,71.39,38.16,3,internal_medicine,<5_years,high,0,0
V274,control,117.62,1,5,180.76,60.08,80.13,27.1,79.63,52.51,78.24,42.9,4,critical_care,<5_years,high,0,0
V275,control,93.13,1,4,174.36,51.76,66.66,12.03,63.87,52.35,69.45,46.19,4,internal_medicine,<5_years,high,2,0
V276,control,64.58,1,3,170.97,49.5,66.27,12.37,57.75,63.84,55.36,41.4,1,internal_medicine,<5_years,low,0,0
V277,control,133.05,1,5,207.93,62.07,88.62,16.38,85.56,45.58,87.25,49.01,1,internal_medicine,<5_years,high,0,0
V278,control,120.65,1,5,202.82,61.87,81.97,14.81,84.18,51.69,81.56,57.01,3,critical_care,<5_years,high,3,0
V279,control,22.59,1,1,167.96,38.27,41.74,13.26,34.58,71.26,45.35,23.43,1,emergency,<5_years,low,0,0
V280,control,86.5,1,4,196.8,53.66,66.19,20.81,62.75,56.3,74.85,41.04,1,critical_care,<5_years,high,0,0
V281,control,70.98,1,3,167.37,49.82,60.52,15.87,56.11,66.45,62.8,37.17,3,hospital_medicine,<5_years,low,0,0
V282,control,117.28,1,5,191.18,59.28,85.64,24.36,79.81,43.54,81.77,40.58,3,emergency,<5_years,high,0,0
V283,control,67.73,1,3,183.71,52.84,63.97,17.06,68.0,61.96,68.8,37.28,2,critical_care,<5_years,low,0,0
V284,control,70.9,1,3,172.65,49.82,63.82,19.06,52.78,64.75,66.12,32.38,4,emergency,<5_years,low,1,0
V285,control,46.07,1,2,186.25,45.38,48.05,19.92,48.31,66.31,54.86,34.82,1,emergency,>=5_years,low,0,0
V286,control,120.39,1,5,180.43,57.02,77.66,21.32,64.81,53.03,78.53,46.8,4,emergency,<5_years,high,2,0
V287,control,50.11,1,2,181.43,44.67,50.44,15.59,50.72,67.14,48.36,35.8,4,critical_care,<5_years,low,0,0
V288,control,122.31,1,5,190.61,61.23,86.23,18.07,76.05,49.76,89.18,48.07,1,emergency,<5_years,high,1,0
V289,control,90.9,1,4,185.61,54.82,72.65,14.88,68.75,57.29,72.86,42.46,4,critical_care,<5_years,high,0,0
V290,control,50.42,1,2,210.02,47.31,55.3,17.04,49.52,72.36,52.26,37.38,4,internal_medicine,<5_years,low,0,0
V291,control,20.17,1,1,183.65,41.79,47.37,16.21,39.87,73.14,46.48,27.65,1,critical_care,>=5_years,low,0,0
V292,control,44.98,1,2,192.74,43.66,57.47,12.15,45.14,70.54,49.03,27.63,4,emergency,<5_years,low,0,0
V293,control,86.1,1,4,177.24,53.7,72.56,12.0,72.88,54.23,72.31,38.2,2,emergency,<5_years,high,1,0
V294,control,45.16,1,2,191.13,44.69,53.64,14.53,51.34,61.66,55.92,31.05,4,critical_care,<5_years,low,0,0
V295,control,70.35,1,3,183.33,49.69,61.76,23.19,53.43,60.01,68.55,31.22,4,critical_care,>=5_years,low,0,0
V296,control,94.75,1,4,187.46,57.76,80.39,21.07,68.39,61.42,68.33,46.95,4,critical_care,>=5_years,high,0,0
V297,control,50.9,1,2,162.16,45.44,56.12,9.7,47.87,66.06,55.7,37.21,4,critical_care,<5_years,low,0,0
V298,control,113.72,1,5,191.66,60.46,87.41,21.82,77.48,47.92,84.08,44.04,1,emergency,<5_years,high,0,0
V299,control,26.63,1,1,195.68,36.47,47.18,8.16,35.66,69.14,35.94,22.72,3,internal_medicine,<5_years,low,0,0
V300,control,26.33,1,1,201.7,39.34,39.04,9.08,42.51,71.99,46.09,27.32,2,emergency,<5_years,low,0,0
V001,bm25,41.72,1,2,190.86,44.02,46.63,11.22,48.12,70.0,54.59,33.58,4,emergency,<5_years,low,1,0
V002,bm25,94.0,1,4,193.91,55.46,65.77,16.96,78.44,52.89,73.89,44.81,4,internal_medicine,<5_years,high,2,0
V003,bm25,72.15,1,3,185.69,49.97,61.13,24.67,58.23,53.24,62.45,40.08,3,emergency,<5_years,low,1,0
V004,bm25,63.15,1,3,188.48,49.78,58.81,19.87,58.02,62.77,62.15,37.08,4,emergency,>=5_years,low,0,0
V005,bm25,23.16,1,1,202.88,36.52,34.7,8.09,34.67,76.07,40.37,25.2,2,emergency,<5_years,low,0,0
V006,bm25,300.0,0,4,184.57,71.51,100.0,40.52,100.0,9.12,100.0,79.41,3,internal_medicine,<5_years,high,0,0
V007,bm25,21.84,1,1,181.32,40.09,47.85,19.49,38.27,68.77,41.77,24.39,4,internal_medicine,<5_years,low,0,0
V008,bm25,107.96,1,5,183.68,57.96,78.48,17.6,71.01,44.34,84.26,52.07,4,internal_medicine,<5_years,high,1,0
V009,bm25,122.67,1,5,182.3,58.99,86.77,19.62,78.19,36.53,83.82,49.03,4,critical_care,<5_years,high,0,0
V010,bm25,90.64,1,4,187.19,51.9,71.63,14.57,63.48,53.07,65.61,43.01,2,hospital_medicine,>=5_years,high,1,0
V011,bm25,51.38,1,2,191.81,45.41,53.04,7.77,54.32,71.79,48.88,36.67,1,internal_medicine,>=5_years,low,1,0
V012,bm25,26.6,1,1,254.04,38.64,44.17,9.47,41.28,72.68,39.28,24.95,4,hospital_medicine,<5_years,low,0,0
V013,bm25,72.25,1,3,179.67,47.17,65.94,14.31,60.0,52.91,57.81,32.03,1,internal_medicine,<5_years,low,1,0
V014,bm25,54.83,1,2,176.76,47.28,67.21,9.87,54.9,66.59,52.08,33.05,2,internal_medicine,<5_years,low,0,0
V015,bm25,41.85,1,2,191.02,44.7,51.95,12.74,56.31,68.51,55.55,23.11,3,critical_care,<5_years,low,0,0
V016,bm25,21.58,1,1,191.69,39.39,38.25,11.7,41.2,79.35,40.68,25.19,3,emergency,>=5_years,low,0,0
V017,bm25,47.19,1,2,182.1,43.37,44.26,10.98,54.9,64.99,53.17,31.91,3,hospital_medicine,>=5_years,low,0,0
V018,bm25,72.6,1,3,184.56,48.02,67.56,12.42,52.14,63.23,63.06,29.69,2,internal_medicine,<5_years,low,0,0
V019,bm25,25.64,1,1,193.43,39.01,52.46,7.21,39.04,70.98,39.01,25.36,2,internal_medicine,<5_years,low,0,0
V020,bm25,27.29,1,1,172.73,39.96,39.91,18.36,42.56,67.01,46.13,25.8,2,critical_care,<5_years,low,0,0
V021,bm25,68.19,1,3,195.97,47.67,57.6,20.05,60.01,56.56,60.62,31.14,2,hospital_medicine,>=5_years,low,0,0
V022,bm25,111.13,1,5,204.36,58.44,74.18,22.13,82.91,46.78,73.9,50.72,1,critical_care,>=5_years,high,0,0
V023,bm25,141.84,0,2,192.87,64.88,94.1,23.94,87.13,50.42,81.0,52.71,4,hospital_medicine,<5_years,low,0,0
V024,bm25,216.07,0,5,189.35,70.92,100.0,28.22,100.0,28.53,100.0,68.78,1,hospital_medicine,>=5_years,high,0,0
V025,bm25,24.09,1,1,212.94,36.59,41.04,7.61,34.49,71.4,42.28,22.71,2,internal_medicine,>=5_years,low,0,0
V026,bm25,71.5,1,3,199.51,51.28,63.72,27.49,56.26,69.35,60.08,30.78,4,emergency,>=5_years,low,0,0
V027,bm25,118.35,1,5,195.51,62.79,88.87,28.28,75.34,47.42,84.28,52.55,3,emergency,>=5_years,high,0,0
V028,bm25,91.59,1,4,199.48,54.56,75.35,17.2,77.81,54.64,58.76,43.61,1,hospital_medicine,>=5_years,high,2,0
V029,bm25,96.14,1,4,186.98,54.6,69.12,17.86,73.72,49.53,67.27,50.07,2,emergency,>=5_years,high,0,0
V030,bm25,20.62,1,1,177.43,39.91,47.02,21.23,32.44,67.14,41.12,30.5,1,emergency,<5_years,low,0,0
V031,bm25,75.1,1,3,198.59,52.03,64.95,16.62,66.06,61.23,63.49,39.83,2,emergency,>=5_years,low,0,0
V032,bm25,86.62,1,4,170.44,54.91,66.29,21.61,72.77,51.58,71.14,46.08,3,internal_medicine,>=5_years,high,0,0
V033,bm25,43.93,1,2,196.85,44.71,53.43,18.35,51.77,64.16,45.24,35.32,1,emergency,>=5_years,low,0,0
V034,bm25,109.44,1,5,188.67,56.37,75.97,23.95,73.44,44.34,78.43,42.06,2,hospital_medicine,<5_years,high,3,0
V035,bm25,25.41,1,1,182.03,39.18,40.46,6.14,47.73,77.01,38.83,24.88,3,internal_medicine,<5_years,low,0,0
V036,bm25,43.14,1,2,179.7,45.2,56.89,14.91,51.55,70.5,51.23,26.15,1,hospital_medicine,>=5_years,low,0,0
V037,bm25,106.52,1,5,176.0,58.76,71.62,22.41,74.78,49.53,81.49,52.74,2,internal_medicine,<5_years,high,0,0
V038,bm25,115.53,1,5,181.58,57.9,82.31,20.2,80.62,44.94,70.22,49.12,1,internal_medicine,>=5_years,high,0,0
V039,bm25,121.53,1,5,198.91,59.58,82.49,17.25,77.01,52.39,80.69,47.65,3,hospital_medicine,<5_years,high,2,0
V040,bm25,42.81,1,2,176.38,43.82,50.36,14.11,48.47,70.38,45.91,33.67,3,internal_medicine,<5_years,low,0,0
V041,bm25,45.35,1,2,189.85,42.84,53.51,14.6,44.37,64.95,49.29,30.32,1,critical_care,<5_years,low,0,0
V042,bm25,72.29,1,3,184.91,47.25,63.91,14.7,53.24,60.3,56.71,34.67,4,internal_medicine,<5_years,low,0,0
V043,bm25,210.1,0,5,178.73,69.86,100.0,27.56,100.0,28.46,100.0,63.15,2,critical_care,<5_years,high,0,0
V044,bm25,122.26,1,5,175.45,61.43,85.79,21.23,85.83,44.8,83.06,47.89,2,critical_care,<5_years,high,0,0
V045,bm25,24.93,1,1,193.45,40.47,42.56,9.92,42.83,75.15,44.26,28.09,4,emergency,>=5_years,low,0,0
V046,bm25,46.29,1,2,213.58,42.5,58.02,14.96,47.28,60.4,45.55,28.81,4,emergency,<5_years,low,0,0
V047,bm25,104.68,1,5,187.02,58.03,75.02,31.61,71.97,49.92,75.59,44.1,4,hospital_medicine,<5_years,high,0,0
V048,bm25,20.68,1,1,162.44,37.47,38.29,17.81,38.05,71.13,39.73,19.78,1,emergency,>=5_years,low,0,0
V049,bm25,24.82,1,1,209.01,38.38,44.28,15.37,41.65,68.85,34.8,25.34,4,critical_care,<5_years,low,0,0
V050,bm25,95.35,1,4,173.49,51.35,73.88,19.55,64.37,47.13,62.62,40.53,4,internal_medicine,<5_years,high,0,0
V051,bm25,51.14,1,2,215.48,46.76,53.79,15.04,58.05,66.41,55.74,31.52,4,internal_medicine,>=5_years,low,0,0
V052,bm25,125.3,1,5,174.65,61.21,81.08,20.12,79.62,45.56,84.13,56.77,1,emergency,<5_years,high,0,0
V053,bm25,89.79,1,4,193.42,53.13,69.58,13.02,64.67,57.51,69.53,44.47,2,hospital_medicine,>=5_years,high,0,0
V054,bm25,48.73,1,2,183.69,43.0,47.02,16.83,53.87,64.47,46.85,28.99,4,critical_care,>=5_years,low,0,0
V055,bm25,149.21,0,2,165.24,62.06,83.94,25.38,77.78,44.73,85.37,55.18,3,hospital_medicine,>=5_years,low,0,0
V056,bm25,65.4,1,3,184.93,48.19,57.74,14.18,60.39,62.95,66.04,27.86,2,internal_medicine,>=5_years,low,1,0
V057,bm25,43.41,1,2,207.37,43.8,52.85,14.33,47.12,71.69,49.37,27.41,3,hospital_medicine,>=5_years,low,0,0
V058,bm25,66.94,1,3,168.45,48.7,61.18,13.85,59.01,60.98,64.85,32.32,2,internal_medicine,<5_years,low,1,0
V059,bm25,96.7,1,4,194.24,52.29,74.25,10.25,70.1,54.08,67.07,38.0,3,emergency,<5_years,high,1,0
V060,bm25,124.38,1,5,187.14,60.55,84.37,17.92,85.94,44.08,79.82,51.15,3,hospital_medicine,<5_years,high,0,0
V061,bm25,89.07,1,4,204.3,53.34,69.62,17.96,66.55,52.83,70.51,42.58,4,hospital_medicine,>=5_years,high,0,0
V062,bm25,69.66,1,3,189.16,51.11,58.73,23.14,61.87,61.74,61.48,39.69,1,internal_medicine,>=5_years,low,0,0
V063,bm25,20.81,1,1,210.24,40.27,43.82,12.25,38.55,83.3,41.3,22.43,4,internal_medicine,<5_years,low,0,0
V064,bm25,24.3,1,1,171.65,39.2,41.72,11.06,38.26,68.16,47.12,28.91,4,hospital_medicine,<5_years,low,0,0
V065,bm25,112.22,1,5,202.9,57.51,76.56,17.98,74.66,44.71,83.42,47.74,2,critical_care,<5_years,high,0,0
V066,bm25,21.42,1,1,195.73,39.42,37.31,17.28,43.5,71.32,44.86,22.25,1,critical_care,<5_years,low,0,0
V067,bm25,23.32,1,1,192.79,38.17,40.12,17.4,35.02,67.48,43.83,25.16,4,critical_care,<5_years,low,0,0
V068,bm25,171.32,0,3,184.7,65.75,95.4,22.81,89.63,40.96,90.92,54.8,4,emergency,<5_years,low,0,0
V069,bm25,62.83,1,3,186.44,51.44,60.63,11.32,60.76,79.15,57.04,39.76,4,hospital_medicine,<5_years,low,0,0
V070,bm25,23.24,1,1,185.45,39.25,39.08,11.61,40.85,75.39,47.25,21.29,3,emergency,>=5_years,low,0,0
V071,bm25,171.94,0,3,178.73,67.17,100.0,19.29,88.74,41.85,94.81,58.31,4,internal_medicine,>=5_years,low,0,0
V072,bm25,83.05,1,4,191.04,50.78,62.92,12.96,63.86,51.38,70.84,42.74,4,internal_medicine,<5_years,high,1,0
V073,bm25,72.24,1,3,197.76,51.65,63.81,14.7,65.61,66.87,61.44,37.45,4,critical_care,<5_years,low,0,0
V074,bm25,120.5,1,5,176.25,61.82,91.51,24.02,75.96,45.52,82.15,51.77,1,emergency,<5_years,high,0,0
V075,bm25,51.02,1,2,210.54,43.26,49.42,12.13,48.56,64.76,55.47,29.23,3,hospital_medicine,<5_years,low,0,0
V076,bm25,115.2,1,5,191.81,61.81,76.22,24.36,85.82,49.16,79.62,55.7,4,emergency,<5_years,high,0,0
V077,bm25,25.62,1,1,187.19,40.13,49.02,8.77,42.83,68.51,43.12,28.52,2,hospital_medicine,<5_years,low,0,0
V078,bm25,71.33,1,3,186.22,47.18,59.96,16.09,61.64,51.86,55.19,38.31,2,internal_medicine,<5_years,low,0,0
V079,bm25,26.98,1,1,181.24,37.58,44.05,10.25,38.39,71.68,35.27,25.85,1,hospital_medicine,<5_years,low,0,0
V080,bm25,155.3,0,2,203.6,62.3,92.77,21.33,83.3,40.57,82.45,53.37,1,hospital_medicine,>=5_years,low,0,0
V081,bm25,46.01,1,2,196.7,46.97,49.97,18.72,50.51,70.02,51.73,40.88,2,internal_medicine,>=5_years,low,1,0
V082,bm25,98.01,1,4,177.82,55.83,70.07,24.64,66.87,54.17,75.05,44.17,1,critical_care,<5_years,high,0,0
V083,bm25,90.87,1,4,205.05,50.85,70.14,18.75,57.7,45.92,70.01,42.58,1,hospital_medicine,<5_years,high,0,0
V084,bm25,68.79,1,3,189.8,50.11,66.81,12.91,62.75,64.18,60.97,33.02,4,hospital_medicine,<5_years,high,2,0
V085,bm25,99.56,1,4,188.27,56.27,72.85,22.0,72.24,53.82,78.13,38.55,1,emergency,<5_years,high,1,0
V086,bm25,20.25,1,1,191.1,39.38,47.89,8.14,44.51,74.26,35.74,25.74,1,hospital_medicine,>=5_years,low,0,0
V087,bm25,21.54,1,1,203.07,39.09,36.5,12.5,45.72,81.34,38.23,20.26,3,critical_care,<5_years,low,0,0
V088,bm25,114.25,1,5,204.48,59.32,78.71,25.97,75.75,48.54,78.43,48.53,4,internal_medicine,>=5_years,high,0,0
V089,bm25,20.72,1,1,183.96,37.38,34.86,8.01,39.76,70.28,47.14,24.2,3,hospital_medicine,>=5_years,low,0,0
V090,bm25,66.61,1,3,191.32,48.2,59.88,15.14,59.3,67.52,57.93,29.45,3,emergency,>=5_years,low,0,0
V091,bm25,67.24,1,3,172.08,50.18,65.79,16.61,58.07,63.35,64.46,32.81,2,emergency,>=5_years,low,0,0
V092,bm25,23.31,1,1,186.37,40.67,40.12,17.75,40.22,74.43,46.23,25.26,1,critical_care,<5_years,low,0,0
V093,bm25,115.78,1,5,202.16,60.27,80.34,23.25,74.95,53.71,76.47,52.93,3,hospital_medicine,>=5_years,high,0,0
V094,bm25,92.03,1,4,188.68,56.89,75.42,21.85,62.67,59.42,72.63,49.36,1,internal_medicine,<5_years,high,0,0
V095,bm25,21.29,1,1,210.38,38.19,46.53,11.73,41.09,72.78,33.42,23.6,1,internal_medicine,>=5_years,low,0,0
V096,bm25,41.28,1,2,194.84,44.28,52.43,8.63,53.38,71.7,51.83,27.74,4,critical_care,>=5_years,low,0,0
V097,bm25,21.58,1,1,186.0,37.86,40.47,10.04,37.75,76.54,40.3,22.08,2,internal_medicine,>=5_years,low,0,0
V098,bm25,85.91,1,4,184.8,50.35,60.71,15.65,65.56,50.58,68.49,41.07,3,internal_medicine,<5_years,high,0,0
V099,bm25,50.55,1,2,192.88,43.15,56.68,11.7,54.79,60.04,49.13,26.58,1,internal_medicine,<5_years,low,0,0
V100,bm25,70.72,1,3,197.23,50.48,64.92,15.14,63.89,61.65,65.82,31.46,3,emergency,<5_years,low,0,0
V101,bm25,99.34,1,4,209.74,55.33,70.37,20.04,69.03,55.43,75.63,41.46,1,internal_medicine,<5_years,high,0,0
V102,bm25,141.21,0,1,201.52,63.17,79.81,23.94,88.34,50.18,80.16,56.61,2,internal_medicine,<5_years,low,0,0
V103,bm25,300.0,0,5,201.22,68.95,100.0,33.23,100.0,4.34,100.0,76.14,4,internal_medicine,<5_years,high,0,0
V104,bm25,28.11,1,1,168.79,39.05,39.18,9.51,41.72,77.09,41.12,25.71,2,internal_medicine,>=5_years,low,0,0
V105,bm25,46.66,1,2,184.92,43.58,57.18,9.74,46.19,68.0,47.25,33.15,1,emergency,>=5_years,low,0,0
V106,bm25,199.73,0,4,185.92,70.21,100.0,30.05,97.19,29.32,100.0,64.73,4,internal_medicine,<5_years,high,0,0
V107,bm25,20.36,1,1,137.63,38.57,45.15,11.81,31.26,74.12,49.68,19.42,3,emergency,>=5_years,low,0,0
V108,bm25,74.44,1,3,169.87,50.94,69.07,16.19,59.74,60.58,61.67,38.41,4,critical_care,>=5_years,low,0,0
V109,bm25,67.26,1,3,186.0,47.96,57.24,12.04,61.55,61.4,62.22,33.32,4,emergency,>=5_years,low,0,0
V110,bm25,72.63,1,3,179.24,50.5,54.67,15.2,61.8,63.9,69.54,37.92,3,internal_medicine,>=5_years,low,0,0
V111,bm25,46.32,1,2,196.03,45.27,56.86,20.27,50.24,62.07,49.27,32.91,2,internal_medicine,<5_years,low,0,0
V112,bm25,97.54,1,4,206.42,55.19,70.41,19.06,78.55,46.27,73.58,43.27,1,internal_medicine,>=5_years,high,0,0
V113,bm25,43.14,1,2,183.72,44.44,51.05,7.18,55.34,66.06,53.07,33.95,2,critical_care,>=5_years,low,0,0
V114,bm25,92.12,1,4,179.53,55.46,73.27,19.88,62.62,63.03,76.75,37.2,1,hospital_medicine,>=5_years,high,0,0
V115,bm25,117.44,1,5,178.37,59.73,84.46,21.6,83.28,42.0,78.62,48.43,4,internal_medicine,<5_years,high,2,0
V116,bm25,45.79,1,2,174.88,45.11,50.21,16.41,43.86,74.51,53.82,31.85,1,hospital_medicine,<5_years,low,0,0
V117,bm25,115.88,1,5,196.55,59.43,80.84,17.15,82.82,45.83,82.84,47.11,2,hospital_medicine,>=5_years,high,3,0
V118,bm25,95.61,1,4,207.48,54.1,71.64,18.63,65.08,54.12,76.45,38.7,3,critical_care,>=5_years,high,1,0
V119,bm25,68.15,1,3,170.45,48.26,57.2,18.78,59.6,55.33,60.97,37.66,2,critical_care,>=5_years,low,0,0
V120,bm25,76.96,1,3,195.36,50.57,66.13,18.19,64.37,51.91,59.98,42.86,2,critical_care,<5_years,low,0,0
V121,bm25,73.54,1,3,193.53,48.36,59.52,8.34,60.01,64.22,57.33,40.74,2,critical_care,>=5_years,low,0,0
V122,bm25,113.87,1,5,199.87,57.63,70.62,26.93,74.33,46.09,78.09,49.73,3,internal_medicine,>=5_years,high,0,0
V123,bm25,117.88,1,5,190.97,58.94,84.62,21.28,74.89,42.59,81.5,48.77,1,emergency,>=5_years,high,0,0
V124,bm25,91.72,1,4,190.04,54.45,66.12,17.55,71.32,62.42,67.76,41.53,4,internal_medicine,<5_years,high,0,0
